id,category,field,answer_type
66f9aac10b5d5283ffc39014,Math,位相幾何学,multipleChoice
66f9e9d3e0e271cd8ae533c6,Math,ゲーム理論、離散数学,exactMatch
66fa6641c4f1bf6c2036b745,Math,解析,exactMatch
66fa67dc29908114d8954b55,Math,解析、集合,exactMatch
66fac0eca07ff774fa2219c5,Math,ゲーム理論、数論,exactMatch
66faeb7db8fca5695f011626,Math,線形代数、凸解析,exactMatch
66faf88b01b2c4f27ab6c742,Math,"幾何, 解析",exactMatch
66faf94d44885308354a46fa,Math,グラフ理論、組合せ論,exactMatch
66fb066681a166feb2adc2f5,Math,代数幾何,exactMatch
66fb24e7dea0e38a195b0030,Math,確率・統計、信頼性工学,exactMatch
66fb519482c7c707d50d6012,Math,トポロジー,exactMatch
66fb75c8d83ed7a299fdd135,Math,トポロジー,exactMatch
66fb8135483861eb2d0252a3,Math,離散数学、グラフ理論、符号理論,exactMatch
66fb931a089552943999ce86,Math,論理学、集合論,multipleChoice
66fbbe8cb6f8564117792b00,Math,"代数, 群論",multipleChoice
66fbd5aca177ae967e47041b,Math,代数、幾何,exactMatch
66fc006ad058f160ec5a48a1,Math,論理学、集合論,multipleChoice
66fc2559876b283872e52acc,Math,"解析, 線形代数",multipleChoice
66fc3273b7405dff90941955,Math,解析、数値解析,exactMatch
66fc539cfb0c1cf50794a0e2,Math,表現論、線型代数,exactMatch
66fc62d80fdbeffcd143e87c,Math,数論、幾何,exactMatch
66fc633698a7264ef58309c0,Math,解析、確率・統計,exactMatch
66fc82b2bb24336da864daef,Math,グラフ理論、確率・統計,exactMatch
66fc8353c9752085eff2c8c0,Math,群論、表現論,exactMatch
66fc8c821d39fbf6d8bcdd11,Math,群論、表現論,exactMatch
66fc9bdb1dbb3f522c0ee579,Math,"幾何, 解析",exactMatch
66fcbc3e2c2f679cc7959864,Math,解析、線形代数、グラフ理論,exactMatch
66fcbe5b68476a89da553c97,Math,線形代数,exactMatch
66fce56c8585e7734661a9c7,Math,代数,exactMatch
66fcf48f6da31bbbe3d17e72,Math,"幾何, 解析",multipleChoice
66fcff257870c26149f4615d,Math,"位相幾何, 組合せ論",exactMatch
66fd08fb8a146dd80cfb22c0,Math,"数論, 代数幾何",exactMatch
66fd166eda2dbed1f5cc240b,Math,組合せ論、集合論,exactMatch
66fd4055654e577c714fb716,Math,線形代数、暗号理論,exactMatch
66fd442c654e577c714fb724,Math,解析、線形代数、確率論,exactMatch
66fd469e7a33ca69ccc69729,Math,グラフ理論,multipleChoice
66fd4b01b5c28915c8897f6f,Math,解析,exactMatch
66fd5050c58a30160cbc0978,Math,位相幾何,exactMatch
66fd596216bd2158748fda21,Math,位相幾何,exactMatch
66fd961ff9a32c6d2bd295df,Math,解析,exactMatch
66fdb31a57cea4445778e8ab,Math,代数、集合,multipleChoice
66fdb51b903727942c52222f,Math,"解析, 代数",exactMatch
66fde2de0b21f205c121aca7,Math,"解析, 位相数学, 数理論理学",multipleChoice
66fde5a291664bba6e391cb5,Math,解析、代数,exactMatch
66fe3e4d6a914e1ed9d8c32e,Math,位相空間論,exactMatch
66fe75a349254a4aef6f5f25,Math,"幾何, 解析",exactMatch
66fe75c0c12cbe6aeaa26e60,Math,トポロジー,exactMatch
66fe96c857c85bf9caa1766a,Math,幾何,exactMatch
66fea0c4cb66b0e85c55ee52,Math,集合,exactMatch
66fea77b5f1bc2f5916a4171,Math,"幾何, 群論",multipleChoice
66feaec49c469dbc1c0c4ed2,Math,統計学,exactMatch
66fec5fbe0072219a732f0e2,Math,確率論、解析,exactMatch
66fee1187183fdf40d11cb69,Math,集合論,exactMatch
66feef700e977ac289068c27,Math,解析、微分方程式,exactMatch
66ff44de2cfec1499ea021dd,Math,解析、フーリエ解析,exactMatch
66ff68bec7e8ec38a6188f9c,Math,解析、幾何,exactMatch
66ffaae1068d942d32104650,Math,集合、論理,multipleChoice
66ffcfa0864258b2f971a80c,Math,確率・統計,multipleChoice
670043f1cc1f72ec327be033,Math,確率論、解析,exactMatch
670066b12b1a0263d6a3a79b,Math,離散数学、確率論,exactMatch
6700aa576c5c0e0d48330ad1,Math,幾何,exactMatch
6700ad650f36eb474047ca29,Math,解析、フーリエ解析,exactMatch
6700b20cfa64315ed5204e5d,Math,グラフ理論、代数,exactMatch
6700b2f1fa64315ed5204e61,Math,"代数, 圏論",exactMatch
6700b9b6d9849868aa3fb1f9,Math,微分幾何,exactMatch
6700bb8d01cdb8b38460e401,Math,幾何,exactMatch
670130313d571f9c39e1bea1,Math,表現論、群論,exactMatch
670147f7dc193e3fa8260419,Math,トポロジー、解析,exactMatch
67016d95a2a4300e274de8be,Math,解析、幾何,exactMatch
67019de83ec0066dfb992223,Math,解析,multipleChoice
6701a951f96e98d9d4df3e02,Math,微分幾何,multipleChoice
670205330fb89862bc1d87d2,Math,"解析, 偏微分方程式",exactMatch
6702780d39fbddbbfdaffdf0,Math,"代数幾何, 位相幾何, 複素解析",exactMatch
670288dacacd044c115f0156,Math,"幾何, 代数",exactMatch
6702c6251454b2a5a3a4b0a9,Math,確率論、グラフ理論,exactMatch
6702d00cabe0b372f85108c7,Math,確率論、幾何,exactMatch
67035991b36b22d6c2f535bc,Math,代数、位相幾何、解析,exactMatch
6703a3c04a760324b0e15a30,Math,確率・統計,exactMatch
67041442aa877e548ccdc28d,Math,組合せ論、数列・級数,exactMatch
670417b84f1cdb9711ec68d6,Math,代数,exactMatch
67041871905f1ae093e7ac69,Math,圏論、組合せ論,exactMatch
67042519cf3319115ca0c555,Math,"幾何, 解析",exactMatch
670426b4d831bdf30d3c03cb,Math,"線形代数, 幾何",exactMatch
67047b0e4580e464f8bff2aa,Math,"解析, 幾何",exactMatch
67048697ca361120eef4ae56,Math,代数、位相幾何,multipleChoice
6704c05a8e878e59e57c7167,Math,幾何,exactMatch
6704d297f486e216becd613f,Math,最適化、幾何,exactMatch
6705022feb89a47d12541a36,Math,位相幾何、集合,exactMatch
67050ddbf6e4beb1922a29b2,Math,確率論、解析,exactMatch
670524fec62c9a55b8503379,Math,確率論、解析,exactMatch
67053981f8ad2742675478b4,Math,確率論、解析,exactMatch
6705610417b54abf9a949f33,Math,代数幾何,exactMatch
6705b383652e52e4bf7ee416,Math,離散数学,exactMatch
6705b7c94ae9f2994dfaca33,Math,離散数学,exactMatch
6706033749b90b396d2cb207,Math,解析、線形代数,exactMatch
67061eb7f88d4fc2d2f8402a,Math,位相幾何学,exactMatch
670663d687c53b9e6fa1dc8f,Math,代数,exactMatch
6706671e0ae45a43cc2b8e8f,Math,集合,exactMatch
6706c88503718618700edfbc,Math,代数,multipleChoice
67073a60c033e34a5d675f2e,Math,解析、代数,exactMatch
67073b43de74df1472536be3,Math,群論、組合せ論,exactMatch
670777536ce55102ae56fa2c,Math,位相幾何学,exactMatch
67079b3aeb66f588bd3789ec,Math,解析、線形代数,exactMatch
6707b8b6700263d6945e7b18,Math,解析、確率論、線形代数,exactMatch
6708336666bc940886b27312,Math,解析、関数解析,multipleChoice
67085c82e22de5e37e883351,Math,幾何,multipleChoice
67086f244c1d38378da9f60a,Math,"解析, 確率・統計, 線形代数",exactMatch
6708736b4c1d38378da9f614,Math,幾何,exactMatch
6708862963c4d58d76c98746,Math,数論、代数,exactMatch
67092d14202802a1391f0d46,Math,"代数, 幾何, 位相数学",exactMatch
6709986e9a83b4ea926a3036,Math,確率・統計、数論,exactMatch
6709e5af41a8c7cc16f75d2a,Math,解析、微分方程式,exactMatch
670a45a0e9cd3ee2e2e3932e,Math,解析、幾何,exactMatch
670a7e542e97a7e436a3d951,Math,"代数, 幾何",exactMatch
670ad3408b8d4b3af783d31a,Math,グラフ理論,exactMatch
670adb93478162075e9ffcd3,Math,シンプレクティック幾何,exactMatch
670b02d5560fcdf78354fad0,Math,解析,exactMatch
670bab0c65db6a314e14cec5,Math,"幾何, 数論",exactMatch
670bcb222407af9de8866eda,Math,代数、位相幾何,multipleChoice
670c1a137d9abe2d345031d4,Math,圏論、組合せ論,exactMatch
670c2d61886695e43e7c18b3,Math,"代数, 圏論, 数論",exactMatch
670c47e5a1a7d61748daa200,Math,"代数, トポロジー",exactMatch
670c48975b505e10c0277cee,Math,"トポロジー, 表現論, 組合せ論",exactMatch
670c8b10148f2a113537c8f6,Math,組合せ論,multipleChoice
670cbeb582bde986ee078420,Math,数論、解析,exactMatch
670d85d1a2a7f62c1a339bc7,Math,"微分幾何, 位相幾何",exactMatch
670d91a9ac55362ddccabea1,Math,解析、幾何,exactMatch
670dab3f29ad02fff2ae1d9a,Math,グラフ理論,exactMatch
670dbfc042e55f85b247ba49,Math,"幾何, 解析",exactMatch
670dc30acfd3fc87a109a91e,Math,"代数的トポロジー, 組合せ論",exactMatch
670dc75dcfd3fc87a109a929,Math,離散数学、グラフ理論,exactMatch
670df2a72f80209631f57fc2,Math,数列、集合,exactMatch
670df2e172288739ca35e0e1,Math,数論、解析,exactMatch
670e050d857d9fb8d0e70fde,Math,微分幾何、線形代数、解析,exactMatch
670e87009fd2a94b93cec307,Math,"代数, 幾何, トポロジー",exactMatch
670e92583011a5b80bfb6c60,Math,解析、最適化,multipleChoice
670e9d6f5c8f745d79e8d8d1,Math,"幾何, 解析",exactMatch
670eb085078b44f4766922a9,Math,線形代数、解析,exactMatch
670eb1e2d2f45b1198c87764,Math,確率論、解析,exactMatch
670ee20c997568ed42988705,Math,線形代数、組合せ論,multipleChoice
670eeb9c997568ed4298871e,Math,解析、線形代数,exactMatch
670f069bf0a2db734f219dc7,Math,解析、代数、微分方程式,exactMatch
670f241acb7ead88385e0ca0,Math,集合、組合せ論,multipleChoice
670f72aea9f4a4bebca02b4a,Math,トポロジー,multipleChoice
670f8518ffa4ea9fb0cc5fea,Math,トポロジー,multipleChoice
670f87f6f1e1079f950014e4,Math,解析、確率・統計、最適化,multipleChoice
670fc6e308c7aaef3bd745e2,Math,"線形代数, 代数",exactMatch
670fce9a2395d9134a270314,Math,"線形代数, 制御理論",exactMatch
670fd2a6232fc20b4433c4d7,Math,"制御理論, 線形代数",exactMatch
670fe01af99389b3c7942185,Math,"トポロジー, 幾何",exactMatch
670ffefcdf4931d858723e36,Math,群論,exactMatch
671021ffd741deec4ddbfc48,Math,確率論、マルコフ過程,exactMatch
6710251d73c9583c25138ff0,Math,解析、確率論、数論,multipleChoice
67115e10528102717339d851,Math,"最適化, 幾何",exactMatch
67117042d18c284f71d2d4c2,Math,計算理論、アルゴリズム,exactMatch
6711751e42ab43fd77c2507b,Math,"幾何, 解析",exactMatch
67120c351f4769bcbeaadd5a,Math,"数論, 代数",exactMatch
671210f6abf64d3c3404ce3b,Math,"幾何, 最適化",exactMatch
67121600c227d25db1c1e480,Math,"最適化, 幾何",exactMatch
6712208acecd80f50716f99e,Math,制御理論、解析,exactMatch
6712290fcecd80f50716f9aa,Math,解析、代数,exactMatch
67129bdccb99523d3a2b98d4,Math,組合せ論、離散数学,exactMatch
6712c2616313b64cf8499927,Math,複素解析,exactMatch
6712f157cf58f1d947689708,Math,確率・統計,exactMatch
67130fff5fcf1fbb43d4a687,Math,解析,multipleChoice
671316038cef0a8b30902ea7,Math,幾何,exactMatch
671323607fc02cf5cce975a5,Math,組合せ論、数論,exactMatch
67136bf495e840a8db703aee,Math,"解析, 代数",exactMatch
6713a43b0223609143188d31,Math,"解析, アルゴリズム, 数値計算",exactMatch
6713c9a779d53f49034d45a0,Math,数列、離散数学,exactMatch
6713f6ebde9d795856a5d0d2,Math,"最適化, 幾何",exactMatch
6713fc1e6c34845ffef41aeb,Math,グラフ理論、組合せ論、幾何,exactMatch
6714033333410944271a1487,Math,離散数学、最適化、幾何,exactMatch
67145aa4f41c5b1591376d26,Math,"幾何, 解析",exactMatch
6714762c3a4d759a624154ff,Math,"幾何, 解析",exactMatch
67149cf883cc7720158c1110,Math,"最適化, 幾何",exactMatch
67149db7352d3701e7171a01,Math,解析、幾何,exactMatch
6714b65c2b2e7f70a38b9f63,Math,"最適化, 幾何",exactMatch
6714e9dacbabe50aa0256711,Math,組合せ論、ゲーム理論,multipleChoice
67151d27484c9a78dc508e56,Math,幾何,exactMatch
67152671c0f5fafc6365076b,Math,代数、数論,exactMatch
67154c094650e5ddd384d861,Math,トポロジー,multipleChoice
671579d27c48af0286fef21b,Math,トポロジー、代数,multipleChoice
67159ba681c3e7e7c65b2e09,Math,ゲーム理論、解析,exactMatch
6715fde1a0465674e6f0bd5a,Math,代数,exactMatch
67161976e6487fdf13596bdc,Math,位相幾何,exactMatch
671641166bc44542da778ccf,Math,確率論、グラフ理論,exactMatch
671681dae1099d44c53d91ef,Math,数論、組合せ論,exactMatch
67169465a4566d624a446240,Math,"幾何, 解析",exactMatch
6716a68fbb8539339d5d7239,Math,解析、集合,exactMatch
6716aa92d9d8d8ddd54ad7dc,Math,代数、圏論,exactMatch
6716ab9dcc9e36a89d712828,Math,代数、圏論,exactMatch
6716afcdb8bcd4d88c34cd1d,Math,"微分幾何, 解析",multipleChoice
6716dc349a0dd17680df31df,Math,"解析, 複素解析, 幾何",multipleChoice
6716eaa4bdd18f08a0e9bcbf,Math,解析,exactMatch
67171b0d0111e9837cad75b8,Math,群論,exactMatch
67171c0c49297038d6740a23,Math,解析,exactMatch
67171dca583e0959a2a84f91,Math,群論,exactMatch
67d49da91dfc5429adf8e0fc,Math,グラフ理論,exactMatch
6717207a3d6d949464d26a15,Math,群論,exactMatch
671729e6746b1c4faab7096f,Math,群論,exactMatch
67172e73e42c7644e4f00e1f,Math,"解析, 線形代数",exactMatch
67173f7947da3cb07721513b,Math,確率・統計、幾何,exactMatch
671746ad21eec7fde8de4026,Math,情報理論、対数、組合せ論,exactMatch
671761abfdbddef7c5a1197e,Math,解析、線形代数,exactMatch
671766f3eec0ae58685ae23f,Math,解析,exactMatch
6717766dea5b46ff20362222,Math,組合せ論、集合論,exactMatch
67178b22b7f6dd9be2a4dd68,Math,幾何、解析,multipleChoice
67179df13b2ae86833ab4b0f,Math,位相数学,exactMatch
6717a1346e416b6c6946ed2e,Math,位相数学,exactMatch
6717a17cd1f6e4b18387d6c9,Math,線形代数,exactMatch
6717a3b32bfc3643c75ac338,Math,線形代数、解析,exactMatch
6717a999128b7480180c79f8,Math,確率論、解析,exactMatch
6717aef5a5c8a6a9392b1b39,Math,解析、複素解析,exactMatch
6717bd1d443232c907a31720,Math,線形代数、制御理論,exactMatch
6717cc3a4d6b1e71cab9bc8c,Math,圏論,exactMatch
6717cfeee8995e9e60504f33,Math,圏論、代数,exactMatch
6717dd20e8666ff79cdd82af,Math,離散数学、最適化、幾何,exactMatch
6717eb4518d92aa466b94d70,Math,解析、代数,exactMatch
6717eeddd6c14a5dd1563e7c,Math,グラフ理論,exactMatch
671800b68b88f01935b5824f,Math,グラフ理論,exactMatch
6718106f713d2e285effa910,Math,"幾何, 解析",exactMatch
6718161735872f2136bcfc88,Math,解析、複素解析、幾何,exactMatch
67182dc779d13ce05adb35d9,Math,解析、数論、代数,exactMatch
67183790e7fb9838a5a6c10d,Math,解析,exactMatch
67184f90f86f5a009aa2ad5f,Math,代数幾何,exactMatch
6718977144d804f3d0418866,Math,代数、解析,exactMatch
6718b6f8f879f9699ffd3fbf,Math,数論、代数,exactMatch
6718bf9c58bc11dea7f3be13,Math,計算理論、グラフ理論,exactMatch
6718c479034f8ddb2f67a346,Math,微分幾何、解析学,exactMatch
6718d2c20bcda71f53b0fe55,Math,位相幾何,exactMatch
671901f58b9cbfc7b2fd9723,Math,数論、代数,multipleChoice
67190e8172e53012645b0124,Math,数論、圏論,exactMatch
67191b3025b51504c14dd870,Math,組合せ論、グラフ理論、順序理論、マトロイド理論,multipleChoice
671922c9897dbe5d706dc802,Math,"組合せ論, 数論, 代数",exactMatch
67192811212f1ac1f7ec4815,Math,位相幾何学,exactMatch
67c7405475ac82e0c70a0cfe,Math,代数、群論,exactMatch
671975e857fcd2edef6930fb,Math,数論、代数,exactMatch
67199159b976203dd1bab7c3,Math,組合せ論、幾何,exactMatch
6719a83547f600be2c21b6f7,Math,解析、数値解析,exactMatch
6719c58cd5ad96a75c350fa6,Math,解析、数値解析、代数,exactMatch
6719ca2ed5ad96a75c350fa9,Math,解析、数値解析、代数,exactMatch
671a431b2ca56817dc566f89,Math,組合せ論、数論,exactMatch
671a4ff987892bd153171067,Math,解析、数論,exactMatch
671a5d9a6e1db673f77905d6,Math,離散数学、組合せ論,exactMatch
671a88b29665432a8b897823,Math,群論,exactMatch
671a93bc9665432a8b89783e,Math,解析、数値解析,exactMatch
671aaca917615f09eab6fe37,Math,グラフ理論、幾何,exactMatch
671aad23ce6e97a55a4d0d47,Math,確率・統計,multipleChoice
671aad4a17615f09eab6fe3d,Math,"微分幾何, 解析",multipleChoice
671ab139554dabfda724ef23,Math,確率論、線形代数,exactMatch
671ab3b9bc29484bff69fc98,Math,確率論,exactMatch
671abf7f136758472327f840,Math,群論,multipleChoice
671ad24cba986fde0d401865,Math,グラフ理論,exactMatch
671ada4eed3d54e87368bc78,Math,"解析, 数論",exactMatch
671adfc8fa568baec778580e,Math,グラフ理論,multipleChoice
671ae4d6fa568baec7785817,Math,代数、表現論,exactMatch
671aee77ed3d54e87368bc9a,Math,離散数学,multipleChoice
671b16741c8a4560f96a3a66,Math,解析,exactMatch
671b6a72c0597e0854d18d56,Math,数論,exactMatch
671ba19847e34cf4ed747b2d,Math,"解析, 微分方程式",exactMatch
671ba37748e8f0ee7ea87318,Math,確率・統計,exactMatch
671bdb372bb31d345b269f7d,Math,数論、代数,exactMatch
671bdc0d90d834b821acb8b1,Math,"幾何, 代数",multipleChoice
671bf8222181bed4e29b4e71,Math,"数論, 解析",exactMatch
671c1099414cc58c0f2db443,Math,群論、組合せ論,exactMatch
671c6fb38668b9d1652a1645,Math,解析、数値解析、物理数学,exactMatch
671c967c28f032dc5fafd07f,Math,"幾何, 位相",exactMatch
671ca19384c08d69293fb118,Math,位相,exactMatch
671ca6ce84c08d69293fb129,Math,位相空間論,exactMatch
671cb22b71eb9febef83bcde,Math,グラフ理論,exactMatch
671cc8c2d99f8e01283e9a90,Math,"解析, 数列",exactMatch
671d16bf60ad0fe6d2494177,Math,解析,exactMatch
671d36032f9273fe1d43c047,Math,幾何,exactMatch
671d3a7ed01a0c86488d84dd,Math,幾何,exactMatch
671d4bf79eff7434a89d98e0,Math,確率・統計、組合せ論,exactMatch
671d4dc4a37bbf6a4bccbd9e,Math,代数,multipleChoice
671d4f8ea37bbf6a4bccbda2,Math,"ゲーム理論, 数論",exactMatch
671d51ba8411174e64735f4d,Math,確率論、ゲーム理論,exactMatch
67955d8d28dc0cc835a5c3c1,Math,グラフ理論、組合せ論,exactMatch
671d56738411174e64735f59,Math,離散数学、数論,exactMatch
671d64ecb996cf9936d1afcf,Math,離散数学、解析,exactMatch
